cells,taxagroup,T2Mexp
41880,mammals,0
41881,amphibians,0
41881,birds,0
41881,mammals,0
41882,amphibians,0
41882,birds,0
41882,mammals,0
41883,amphibians,0
41883,birds,0
41883,mammals,0
41884,amphibians,0
41884,birds,0
41884,mammals,0
41885,amphibians,0
41885,birds,0
41885,mammals,0
41886,amphibians,0
41886,birds,0
41886,mammals,0
41887,amphibians,0
41887,birds,0
41887,mammals,0
41887,reptiles,0
41888,amphibians,0
41888,birds,0
41888,mammals,0
41888,reptiles,0
41889,amphibians,0
41889,birds,0
41889,mammals,0
41889,reptiles,0
41890,amphibians,0
41890,birds,0
41890,mammals,0
41890,reptiles,0
41891,amphibians,0
41891,birds,0
41891,mammals,0
41891,reptiles,0
41892,amphibians,0
41892,birds,0
41892,mammals,0
41892,reptiles,0
41893,amphibians,0
41893,birds,0
41893,mammals,0
41893,reptiles,0
41894,amphibians,0
41894,birds,0
41894,mammals,0
41894,reptiles,0
41895,amphibians,0
41895,birds,0
41895,mammals,0
41895,reptiles,0
41896,amphibians,0
41896,birds,0
41896,mammals,0
41897,amphibians,0
41897,birds,0
41897,mammals,0
41898,amphibians,0
41898,birds,0
41898,mammals,0
41899,amphibians,0
41899,birds,0
41899,mammals,0
41900,amphibians,0
41900,birds,0
41900,mammals,0
41901,amphibians,0
41901,birds,0
41901,mammals,0
41902,amphibians,0
41902,birds,0
41902,mammals,0
41903,amphibians,0
41903,birds,0
41903,mammals,0
41904,amphibians,0
41904,birds,0
41904,mammals,0
41905,amphibians,0
41905,birds,0
41905,mammals,0
41906,amphibians,0
41906,birds,0
41906,mammals,0
41907,amphibians,0
41907,birds,0
41907,mammals,0
41908,amphibians,0
41908,birds,0
41908,mammals,0
41909,amphibians,0
41909,birds,0
41909,mammals,0
41910,amphibians,0
41910,birds,0
41910,mammals,0
41911,amphibians,0
41911,birds,0
41911,mammals,0
41912,amphibians,0
41912,birds,0
41912,mammals,0
41913,amphibians,0
41913,birds,0
41913,mammals,0
41914,amphibians,0
41914,birds,0
41914,mammals,0
41915,amphibians,0
41915,birds,0
41915,mammals,0
41916,amphibians,0
41916,birds,0
41916,mammals,0
41917,amphibians,0
41917,birds,0
41917,mammals,0
41918,amphibians,0
41918,birds,0
41918,mammals,0
41919,amphibians,0
41919,birds,0
41919,mammals,0
41920,amphibians,0
41920,birds,0
41920,mammals,0
41921,amphibians,0
41921,birds,0
41921,mammals,0
41922,amphibians,0
41922,birds,0
41922,mammals,0
41923,amphibians,0
41923,birds,0
41923,mammals,0
41924,amphibians,0
41924,birds,0
41924,mammals,0
41925,birds,0
41925,mammals,0
41926,birds,0
41926,mammals,0
41927,birds,0
41927,mammals,0
41928,birds,0
41928,mammals,0
41929,birds,0
41929,mammals,0
41930,birds,0
41930,mammals,0
41931,birds,0
41931,mammals,0
41965,amphibians,0
41965,birds,0
41965,mammals,0
41966,amphibians,0
41966,birds,0
41966,mammals,0
41967,amphibians,0
41967,birds,0
41967,mammals,0
41968,amphibians,0
41968,birds,0
41968,mammals,0
41969,amphibians,0
41969,birds,0
41969,mammals,0
41970,amphibians,0
41970,birds,0
41970,mammals,0
41971,amphibians,0
41971,birds,0
41971,mammals,0
41972,amphibians,0
41972,birds,0
41972,mammals,0
41973,amphibians,0
41973,birds,0
41973,mammals,0
41974,amphibians,0
41974,birds,0
41974,mammals,0
41975,amphibians,0
41975,birds,0
41975,mammals,0
41976,amphibians,0
41976,birds,0
41976,mammals,0
41977,amphibians,0
41977,birds,0
41977,mammals,0
41978,amphibians,0
41978,birds,0
41978,mammals,0
41979,amphibians,0
41979,birds,0
41979,mammals,0
41980,amphibians,0
41980,birds,0
41980,mammals,0
41981,amphibians,0
41981,birds,0
41981,mammals,0
42029,birds,0
42029,mammals,0
42030,birds,0
42030,mammals,0
42031,birds,0
42031,mammals,0
42032,birds,0
42032,mammals,0
42033,birds,0
42033,mammals,0
42034,birds,0
42034,mammals,0
42131,amphibians,0
42131,birds,0
42131,mammals,0
42131,reptiles,0
42132,amphibians,0
42132,birds,0
42132,mammals,0
42132,reptiles,0
42133,amphibians,0
42133,birds,0
42133,mammals,0
42133,reptiles,0
42134,amphibians,0
42134,birds,0
42134,mammals,0
42134,reptiles,0
42135,amphibians,0
42135,birds,0
42135,mammals,0
42135,reptiles,0
42136,amphibians,0
42136,birds,0
42136,mammals,0
42136,reptiles,0
42137,amphibians,0
42137,birds,0
42137,mammals,0
42137,reptiles,0
42138,amphibians,0
42138,birds,0
42138,mammals,0
42138,reptiles,0
42139,amphibians,0
42139,birds,0
42139,mammals,0
42139,reptiles,0
42140,amphibians,0
42140,birds,0
42140,mammals,0
42140,reptiles,0
42141,amphibians,0
42141,birds,0
42141,mammals,0
42141,reptiles,0
42142,amphibians,0
42142,birds,0
42142,mammals,0
42142,reptiles,0
42143,amphibians,0
42143,birds,0
42143,mammals,0
42143,reptiles,0
42144,amphibians,0
42144,birds,0
42144,mammals,0
42144,reptiles,0
42145,amphibians,0
42145,birds,0
42145,mammals,0
42145,reptiles,0
42146,amphibians,0
42146,birds,0
42146,mammals,0
42146,reptiles,0
42147,amphibians,0
42147,birds,0
42147,mammals,0
42147,reptiles,0
42148,amphibians,0
42148,birds,0
42148,mammals,0
42148,reptiles,0
42149,amphibians,0
42149,birds,0
42149,mammals,0
42149,reptiles,0
42150,amphibians,0
42150,birds,0
42150,mammals,0
42150,reptiles,0
42151,amphibians,0
42151,birds,0
42151,mammals,0
42151,reptiles,0
42152,amphibians,0
42152,birds,0
42152,mammals,0
42152,reptiles,0
42153,amphibians,0
42153,birds,0
42153,mammals,0
42153,reptiles,0
42154,amphibians,0
42154,birds,0
42154,mammals,0
42154,reptiles,0
42155,amphibians,0
42155,birds,0
42155,mammals,0
42155,reptiles,0
42164,amphibians,0
42164,birds,0
42164,mammals,0
42164,reptiles,0
42165,amphibians,0
42165,birds,0
42165,mammals,0
42165,reptiles,0
42166,amphibians,0
42166,birds,0
42166,mammals,0
42166,reptiles,0
42167,amphibians,0
42167,birds,0
42167,mammals,0
42167,reptiles,0
42168,amphibians,0
42168,birds,0
42168,mammals,0
42168,reptiles,0
42169,amphibians,0
42169,birds,0
42169,mammals,0
42169,reptiles,0
42170,amphibians,0
42170,birds,0
42170,mammals,0
42170,reptiles,0
42171,amphibians,0
42171,birds,0
42171,mammals,0
42171,reptiles,0
42172,amphibians,0
42172,birds,0
42172,mammals,0
42172,reptiles,0
42173,amphibians,0
42173,birds,0
42173,mammals,0
42173,reptiles,0
42174,amphibians,0
42174,birds,0
42174,mammals,0
42174,reptiles,0
42175,amphibians,0
42175,birds,0
42175,mammals,0
42175,reptiles,0
42176,amphibians,0
42176,birds,0
42176,mammals,0
42176,reptiles,0
42177,amphibians,0
42177,birds,0
42177,mammals,0
42177,reptiles,0
42178,amphibians,0
42178,birds,0
42178,mammals,0
42178,reptiles,0
42179,amphibians,0
42179,birds,0
42179,mammals,0
42179,reptiles,0
42180,amphibians,0
42180,birds,0
42180,mammals,0
42180,reptiles,0
42181,amphibians,0
42181,birds,0
42181,mammals,0
42181,reptiles,0
42182,amphibians,0
42182,birds,0
42182,mammals,0
42182,reptiles,0
42183,amphibians,0
42183,birds,0
42183,mammals,0
42183,reptiles,0
42184,amphibians,0
42184,birds,0
42184,mammals,0
42184,reptiles,0
42185,amphibians,0
42185,birds,0
42185,mammals,0
42185,reptiles,0
42186,amphibians,0
42186,birds,0
42186,mammals,0
42186,reptiles,0
42187,amphibians,0
42187,birds,0
42187,mammals,0
42187,reptiles,0
42188,amphibians,0
42188,birds,0
42188,mammals,0
42188,reptiles,0
42189,amphibians,0
42189,birds,0
42189,mammals,0
42189,reptiles,0
42190,amphibians,0
42190,birds,0
42190,mammals,0
42190,reptiles,0
42191,amphibians,0
42191,birds,0
42191,mammals,0
42191,reptiles,0
42192,amphibians,0
42192,birds,0
42192,mammals,0
42192,reptiles,0
42193,amphibians,0
42193,birds,0
42193,mammals,0
42193,reptiles,0
42194,amphibians,0
42194,birds,0
42194,mammals,0
42194,reptiles,0
42195,amphibians,0
42195,birds,0
42195,mammals,0
42195,reptiles,0
42196,amphibians,0
42196,birds,0
42196,mammals,0
42196,reptiles,0
42197,amphibians,0
42197,birds,0
42197,mammals,0
42197,reptiles,0
42198,amphibians,0
42198,birds,0
42198,mammals,0
42198,reptiles,0
42199,amphibians,0
42199,birds,0
42199,mammals,0
42199,reptiles,0
42200,amphibians,0
42200,birds,0
42200,mammals,0
42200,reptiles,0
42201,amphibians,0
42201,birds,0
42201,mammals,0
42201,reptiles,0
42202,amphibians,0
42202,birds,0
42202,mammals,0
42202,reptiles,0
42203,amphibians,0
42203,birds,0
42203,mammals,0
42203,reptiles,0
42204,amphibians,0
42204,birds,0
42204,mammals,0
42204,reptiles,0
42205,amphibians,0
42205,birds,0
42205,mammals,0
42205,reptiles,0
42206,amphibians,0
42206,birds,0
42206,mammals,0
42206,reptiles,0
42207,amphibians,0
42207,birds,0
42207,mammals,0
42207,reptiles,0
42208,amphibians,0
42208,birds,0
42208,mammals,0
42208,reptiles,0
42209,amphibians,0
42209,birds,0
42209,mammals,0
42209,reptiles,0
42210,amphibians,0
42210,birds,0
42210,mammals,0
42210,reptiles,0
42211,amphibians,0
42211,birds,0
42211,mammals,0
42211,reptiles,0
42212,amphibians,0
42212,birds,0
42212,mammals,0
42212,reptiles,0
42213,amphibians,0
42213,birds,0
42213,mammals,0
42213,reptiles,0
42214,amphibians,0
42214,birds,0
42214,mammals,0
42214,reptiles,0
42215,amphibians,0
42215,birds,0
42215,mammals,0
42215,reptiles,0
42216,amphibians,0
42216,birds,0
42216,mammals,0
42216,reptiles,0
42217,amphibians,0
42217,birds,0
42217,mammals,0
42217,reptiles,0
42218,amphibians,0
42218,birds,0
42218,mammals,0
42218,reptiles,0
42219,amphibians,0
42219,birds,0
42219,mammals,0
42219,reptiles,0
42220,amphibians,0
42220,birds,0
42220,mammals,0
42220,reptiles,0
42221,amphibians,0
42221,birds,0
42221,mammals,0
42221,reptiles,0
42222,amphibians,0
42222,birds,0
42222,mammals,0
42222,reptiles,0
42223,amphibians,0
42223,birds,0
42223,mammals,0
42223,reptiles,0
42224,amphibians,0
42224,birds,0
42224,mammals,0
42224,reptiles,0
42225,amphibians,0
42225,birds,0
42225,mammals,0
42225,reptiles,0
42226,amphibians,0
42226,birds,0
42226,mammals,0
42226,reptiles,0
42227,amphibians,0
42227,birds,0
42227,mammals,0
42227,reptiles,0
42228,amphibians,0
42228,birds,0
42228,mammals,0
42228,reptiles,0
42229,amphibians,0
42229,birds,0
42229,mammals,0
42229,reptiles,0
42230,amphibians,0
42230,birds,0
42230,mammals,0
42230,reptiles,0
42231,amphibians,0
42231,birds,0
42231,mammals,0
42231,reptiles,0
42232,amphibians,0
42232,birds,0
42232,mammals,0
42232,reptiles,0
42233,amphibians,0
42233,birds,0
42233,mammals,0
42233,reptiles,0
42234,amphibians,0
42234,birds,0
42234,mammals,0
42234,reptiles,0
42235,amphibians,0
42235,birds,0
42235,mammals,0
42235,reptiles,0
42236,amphibians,0
42236,birds,0
42236,mammals,0
42236,reptiles,0
42237,amphibians,0
42237,birds,0
42237,mammals,0
42237,reptiles,0
42238,amphibians,0
42238,birds,0
42238,mammals,0
42238,reptiles,0
42239,amphibians,0
42239,birds,0
42239,mammals,0
42239,reptiles,0
42240,amphibians,0
42240,birds,0
42240,mammals,0
42240,reptiles,0
42241,amphibians,0
42241,birds,0
42241,mammals,0
42241,reptiles,0
42242,amphibians,0
42242,birds,0
42242,mammals,0
42242,reptiles,0
42243,amphibians,0
42243,birds,0
42243,mammals,0
42243,reptiles,0
42244,amphibians,0
42244,birds,0
42244,mammals,0
42244,reptiles,0
42245,amphibians,0
42245,birds,0
42245,mammals,0
42245,reptiles,0
42246,amphibians,0
42246,birds,0
42246,mammals,0
42246,reptiles,0
42247,amphibians,0
42247,birds,0
42247,mammals,0
42247,reptiles,0
42248,amphibians,0
42248,birds,0
42248,mammals,0
42248,reptiles,0
42249,amphibians,0
42249,birds,0
42249,mammals,0
42249,reptiles,0
42250,amphibians,0
42250,birds,0
42250,mammals,0
42250,reptiles,0
42251,amphibians,0
42251,birds,0
42251,mammals,0
42251,reptiles,0
42252,amphibians,0
42252,birds,0
42252,mammals,0
42252,reptiles,0
42253,amphibians,0
42253,birds,0
42253,mammals,0
42253,reptiles,0
42254,amphibians,0
42254,birds,0
42254,mammals,0
42254,reptiles,0
42255,amphibians,0
42255,birds,0
42255,mammals,0
42255,reptiles,0
42256,amphibians,0
42256,birds,0
42256,mammals,0
42256,reptiles,0
42257,amphibians,0
42257,birds,0
42257,mammals,0
42257,reptiles,0
42258,amphibians,0
42258,birds,0
42258,mammals,0
42258,reptiles,0
42259,amphibians,0
42259,birds,0
42259,mammals,0
42259,reptiles,0
42260,amphibians,0
42260,birds,0
42260,mammals,0
42260,reptiles,0
42261,amphibians,0
42261,birds,0
42261,mammals,0
42261,reptiles,0
42262,amphibians,0
42262,birds,0
42262,mammals,0
42262,reptiles,0
42263,amphibians,0
42263,birds,0
42263,mammals,0
42263,reptiles,0
42264,amphibians,0
42264,birds,0
42264,mammals,0
42264,reptiles,0
42265,amphibians,0
42265,birds,0
42265,mammals,0
42265,reptiles,0
42266,amphibians,0
42266,birds,0
42266,mammals,0
42266,reptiles,0
42267,amphibians,0
42267,birds,0
42267,mammals,0
42267,reptiles,0
42268,amphibians,0
42268,birds,0
42268,mammals,0
42268,reptiles,0
42269,amphibians,0
42269,birds,0
42269,mammals,0
42269,reptiles,0
42270,amphibians,0
42270,birds,0
42270,mammals,0
42270,reptiles,0
42271,amphibians,0
42271,birds,0
42271,mammals,0
42271,reptiles,0
42272,amphibians,0
42272,birds,0
42272,mammals,0
42272,reptiles,0
42273,amphibians,0
42273,birds,0
42273,mammals,0
42273,reptiles,0
42274,amphibians,0
42274,birds,0
42274,mammals,0
42274,reptiles,0
42275,amphibians,0
42275,birds,0
42275,mammals,0
42275,reptiles,0
42276,amphibians,0
42276,birds,0
42276,mammals,0
42276,reptiles,0
42277,amphibians,0
42277,birds,0
42277,mammals,0
42277,reptiles,0
42278,amphibians,0
42278,birds,0
42278,mammals,0
42278,reptiles,0
42279,amphibians,0
42279,birds,0
42279,mammals,0
42279,reptiles,0
42280,amphibians,0
42280,birds,0
42280,mammals,0
42280,reptiles,0
42281,amphibians,0
42281,birds,0
42281,mammals,0
42281,reptiles,0
42282,amphibians,0
42282,birds,0
42282,mammals,0
42282,reptiles,0
42283,amphibians,0
42283,birds,0
42283,mammals,0
42283,reptiles,0
42284,amphibians,0
42284,birds,0
42284,mammals,0
42284,reptiles,0
42285,amphibians,0
42285,birds,0
42285,mammals,0
42285,reptiles,0
42286,amphibians,0
42286,birds,0
42286,mammals,0
42286,reptiles,0
42287,amphibians,0
42287,birds,0
42287,mammals,0
42287,reptiles,0
42288,amphibians,0
42288,birds,0
42288,mammals,0
42288,reptiles,0
42289,amphibians,0
42289,birds,0
42289,mammals,0
42289,reptiles,0
42290,amphibians,0
42290,birds,0
42290,mammals,0
42290,reptiles,0
42291,amphibians,0
42291,birds,0
42291,mammals,0
42291,reptiles,0
42292,amphibians,0
42292,birds,0
42292,mammals,0
42292,reptiles,0
42293,amphibians,0
42293,birds,0
42293,mammals,0
42293,reptiles,0
42294,amphibians,0
42294,birds,0
42294,mammals,0
42294,reptiles,0
42295,amphibians,0
42295,birds,0
42295,mammals,0
42295,reptiles,0
42296,amphibians,0
42296,birds,0
42296,mammals,0
42296,reptiles,0
42297,amphibians,0
42297,birds,0
42297,mammals,0
42297,reptiles,0
42298,amphibians,0
42298,birds,0
42298,mammals,0
42298,reptiles,0
42299,amphibians,0
42299,birds,0
42299,mammals,0
42299,reptiles,0
42300,amphibians,0
42300,birds,0
42300,mammals,0
42300,reptiles,0
42301,amphibians,0
42301,birds,0
42301,mammals,0
42301,reptiles,0
42302,amphibians,0
42302,birds,0
42302,mammals,0
42302,reptiles,0
42303,amphibians,0
42303,birds,0
42303,mammals,0
42303,reptiles,0
42304,amphibians,0
42304,birds,0
42304,mammals,0
42304,reptiles,0
42305,amphibians,0
42305,birds,0
42305,mammals,0
42305,reptiles,0
42306,amphibians,0
42306,birds,0
42306,mammals,0
42306,reptiles,0
42307,amphibians,0
42307,birds,0
42307,mammals,0
42307,reptiles,0
42308,amphibians,0
42308,birds,0
42308,mammals,0
42308,reptiles,0
42309,amphibians,0
42309,birds,0
42309,mammals,0
42309,reptiles,0
42310,amphibians,0
42310,birds,0
42310,mammals,0
42310,reptiles,0
42311,amphibians,0
42311,birds,0
42311,mammals,0
42311,reptiles,0
42312,amphibians,0
42312,birds,0
42312,mammals,0
42312,reptiles,0
42313,amphibians,0
42313,birds,0
42313,mammals,0
42313,reptiles,0
42314,amphibians,0
42314,birds,0
42314,mammals,0
42314,reptiles,0
42315,amphibians,0
42315,birds,0
42315,mammals,0
42315,reptiles,0
42316,amphibians,0
42316,birds,0
42316,mammals,0
42316,reptiles,0
42317,amphibians,0
42317,birds,0
42317,mammals,0
42317,reptiles,0
42318,amphibians,0
42318,birds,0
42318,mammals,0
42318,reptiles,0
42319,amphibians,0
42319,birds,0
42319,mammals,0
42319,reptiles,0
42320,amphibians,0
42320,birds,0
42320,mammals,0
42320,reptiles,0
42321,amphibians,0
42321,birds,0
42321,mammals,0
42321,reptiles,0
42322,amphibians,0
42322,birds,0
42322,mammals,0
42322,reptiles,0
42323,amphibians,0
42323,birds,0
42323,mammals,0
42323,reptiles,0
42324,amphibians,0
42324,birds,0
42324,mammals,0
42324,reptiles,0
42325,amphibians,0
42325,birds,0
42325,mammals,0
42325,reptiles,0
42326,amphibians,0
42326,birds,0
42326,mammals,0
42326,reptiles,0
42327,amphibians,0
42327,birds,0
42327,mammals,0
42327,reptiles,0
42328,amphibians,0
42328,birds,0
42328,mammals,0
42328,reptiles,0
42329,amphibians,0
42329,birds,0
42329,mammals,0
42329,reptiles,0
42330,amphibians,0
42330,birds,0
42330,mammals,0
42330,reptiles,0
42331,amphibians,0
42331,birds,0
42331,mammals,0
42331,reptiles,0
42332,amphibians,0
42332,birds,0
42332,mammals,0
42332,reptiles,0
42333,amphibians,0
42333,birds,0
42333,mammals,0
42333,reptiles,0
42334,amphibians,0
42334,birds,0
42334,mammals,0
42334,reptiles,0
42335,amphibians,0
42335,birds,0
42335,mammals,0
42335,reptiles,0
42336,amphibians,0
42336,birds,0
42336,mammals,0
42336,reptiles,0
42337,amphibians,0
42337,birds,0
42337,mammals,0
42337,reptiles,0
42338,amphibians,0
42338,birds,0
42338,mammals,0
42338,reptiles,0
42339,amphibians,0
42339,birds,0
42339,mammals,0
42339,reptiles,0
42340,amphibians,0
42340,birds,0
42340,mammals,0
42340,reptiles,0
42341,amphibians,0
42341,birds,0
42341,mammals,0
42341,reptiles,0
42342,amphibians,0
42342,birds,0
42342,mammals,0
42342,reptiles,0
42343,amphibians,0
42343,birds,0
42343,mammals,0
42343,reptiles,0
42344,amphibians,0
42344,birds,0
42344,mammals,0
42344,reptiles,0
42345,amphibians,0
42345,birds,0
42345,mammals,0
42345,reptiles,0
42346,amphibians,0
42346,birds,0
42346,mammals,0
42346,reptiles,0
42347,amphibians,0
42347,birds,0
42347,mammals,0
42347,reptiles,0
42348,amphibians,0
42348,birds,0
42348,mammals,0
42348,reptiles,0
42349,amphibians,0
42349,birds,0
42349,mammals,0
42349,reptiles,0
42350,amphibians,0
42350,birds,0
42350,mammals,0
42350,reptiles,0
42351,amphibians,0
42351,birds,0
42351,mammals,0
42351,reptiles,0
42352,amphibians,0
42352,birds,0
42352,mammals,0
42352,reptiles,0
42353,amphibians,0
42353,birds,0
42353,mammals,0
42353,reptiles,0
42354,amphibians,0
42354,birds,0
42354,mammals,0
42354,reptiles,0
42355,amphibians,0
42355,birds,0
42355,mammals,0
42355,reptiles,0
42356,amphibians,0
42356,birds,0
42356,mammals,0
42356,reptiles,0
42357,amphibians,0
42357,birds,0
42357,mammals,0
42357,reptiles,0
42358,amphibians,0
42358,birds,0
42358,mammals,0
42358,reptiles,0
42359,amphibians,0
42359,birds,0
42359,mammals,0
42359,reptiles,0
42360,amphibians,0
42360,birds,1
42360,mammals,0
42360,reptiles,0
42361,amphibians,0
42361,birds,1
42361,mammals,0
42361,reptiles,0
42362,amphibians,0
42362,birds,1
42362,mammals,0
42362,reptiles,0
42363,amphibians,0
42363,birds,1
42363,mammals,0
42363,reptiles,0
42364,amphibians,0
42364,birds,1
42364,mammals,0
42364,reptiles,0
42365,amphibians,0
42365,birds,1
42365,mammals,0
42365,reptiles,0
42366,amphibians,0
42366,birds,1
42366,mammals,0
42366,reptiles,0
42367,amphibians,0
42367,birds,1
42367,mammals,0
42367,reptiles,0
42368,amphibians,0
42368,birds,1
42368,mammals,0
42368,reptiles,0
42369,amphibians,0
42369,birds,1
42369,mammals,0
42369,reptiles,0
42370,amphibians,0
42370,birds,1
42370,mammals,0
42370,reptiles,0
42371,amphibians,0
42371,birds,1
42371,mammals,0
42371,reptiles,0
42372,amphibians,0
42372,birds,1
42372,mammals,0
42372,reptiles,0
42373,amphibians,0
42373,birds,1
42373,mammals,0
42373,reptiles,0
42374,amphibians,0
42374,birds,1
42374,mammals,0
42374,reptiles,0
42375,amphibians,0
42375,birds,1
42375,mammals,0
42375,reptiles,0
42376,amphibians,0
42376,birds,1
42376,mammals,0
42376,reptiles,0
42377,amphibians,0
42377,birds,1
42377,mammals,0
42377,reptiles,0
42378,amphibians,0
42378,birds,1
42378,mammals,0
42378,reptiles,0
42379,amphibians,0
42379,birds,1
42379,mammals,0
42379,reptiles,0
42380,amphibians,0
42380,birds,1
42380,mammals,0
42380,reptiles,0
42381,amphibians,0
42381,birds,1
42381,mammals,0
42381,reptiles,0
42382,amphibians,0
42382,birds,1
42382,mammals,0
42382,reptiles,0
42383,amphibians,0
42383,birds,1
42383,mammals,0
42384,amphibians,0
42384,birds,1
42384,mammals,0
42385,amphibians,0
42385,birds,1
42385,mammals,0
42386,amphibians,0
42386,birds,0
42386,mammals,0
42387,amphibians,0
42387,birds,0
42387,mammals,0
42388,amphibians,0
42388,birds,0
42388,mammals,0
42389,amphibians,0
42389,birds,0
42389,mammals,0
42390,amphibians,0
42390,birds,0
42390,mammals,0
42391,amphibians,0
42391,birds,0
42391,mammals,1
42392,amphibians,0
42392,birds,0
42392,mammals,1
42393,amphibians,0
42393,birds,0
42393,mammals,1
42394,amphibians,0
42394,birds,0
42394,mammals,0
42395,amphibians,0
42395,birds,0
42395,mammals,0
42396,amphibians,0
42396,birds,0
42396,mammals,0
42397,amphibians,0
42397,birds,0
42397,mammals,0
42398,amphibians,0
42398,birds,0
42398,mammals,0
42399,amphibians,0
42399,birds,0
42399,mammals,0
42400,amphibians,0
42400,birds,0
42400,mammals,0
42401,amphibians,0
42401,birds,0
42401,mammals,0
42402,amphibians,0
42402,birds,0
42402,mammals,0
42403,amphibians,0
42403,birds,0
42403,mammals,0
42404,amphibians,0
42404,birds,0
42404,mammals,0
42405,amphibians,0
42405,birds,0
42405,mammals,0
42406,amphibians,0
42406,birds,0
42406,mammals,0
42407,amphibians,0
42407,birds,0
42407,mammals,0
42408,amphibians,0
42408,birds,0
42408,mammals,0
42409,amphibians,0
42409,birds,0
42409,mammals,0
42410,amphibians,0
42410,birds,0
42410,mammals,0
42411,amphibians,0
42411,birds,0
42411,mammals,0
42412,amphibians,0
42412,birds,0
42412,mammals,0
42413,amphibians,0
42413,birds,0
42413,mammals,0
42414,amphibians,0
42414,birds,0
42414,mammals,0
42415,amphibians,0
42415,birds,0
42415,mammals,0
42416,amphibians,0
42416,birds,0
42416,mammals,0
42417,amphibians,0
42417,birds,0
42417,mammals,0
42418,amphibians,0
42418,birds,0
42418,mammals,0
42419,amphibians,0
42419,birds,0
42419,mammals,0
42420,amphibians,0
42420,birds,0
42420,mammals,0
42421,amphibians,0
42421,birds,0
42421,mammals,0
42422,amphibians,0
42422,birds,0
42422,mammals,0
42423,amphibians,0
42423,birds,0
42423,mammals,0
42424,amphibians,0
42424,birds,0
42424,mammals,0
42425,amphibians,0
42425,birds,0
42425,mammals,0
42426,amphibians,0
42426,birds,0
42426,mammals,0
42427,amphibians,0
42427,birds,0
42427,mammals,0
42428,amphibians,0
42428,birds,0
42428,mammals,0
42429,amphibians,0
42429,birds,0
42429,mammals,0
42430,amphibians,0
42430,birds,0
42430,mammals,0
42431,amphibians,0
42431,birds,0
42431,mammals,0
42441,amphibians,0
42441,birds,0
42441,mammals,0
42447,amphibians,0
42447,birds,0
42447,mammals,0
42448,amphibians,0
42448,birds,0
42448,mammals,0
42449,amphibians,0
42449,birds,0
42449,mammals,0
42450,amphibians,0
42450,birds,0
42450,mammals,0
42451,amphibians,0
42451,birds,0
42451,mammals,0
42452,amphibians,0
42452,birds,0
42452,mammals,0
42453,amphibians,0
42453,birds,0
42453,mammals,0
42454,amphibians,0
42454,birds,0
42454,mammals,0
42455,amphibians,0
42455,birds,0
42455,mammals,0
42456,amphibians,0
42456,birds,0
42456,mammals,0
42457,amphibians,0
42457,birds,0
42457,mammals,0
42458,amphibians,0
42458,birds,0
42458,mammals,0
42459,amphibians,0
42459,birds,0
42459,mammals,0
42460,amphibians,0
42460,birds,0
42460,mammals,0
42461,amphibians,0
42461,birds,0
42461,mammals,0
42462,amphibians,0
42462,birds,0
42462,mammals,0
42463,birds,0
42463,mammals,0
42507,birds,0
42507,mammals,0
42508,birds,0
42508,mammals,0
42509,birds,0
42509,mammals,0
42512,amphibians,0
42512,birds,0
42512,mammals,0
42513,amphibians,0
42513,birds,0
42513,mammals,0
42514,amphibians,0
42514,birds,0
42514,mammals,0
42515,amphibians,0
42515,birds,0
42515,mammals,0
42516,amphibians,0
42516,birds,0
42516,mammals,0
42517,amphibians,0
42517,birds,0
42517,mammals,0
42518,amphibians,0
42518,birds,0
42518,mammals,0
42519,amphibians,0
42519,birds,0
42519,mammals,0
42520,amphibians,0
42520,birds,0
42520,mammals,0
42521,amphibians,0
42521,birds,0
42521,mammals,0
42522,amphibians,0
42522,birds,0
42522,mammals,0
42523,amphibians,0
42523,birds,0
42523,mammals,0
42524,amphibians,0
42524,birds,0
42524,mammals,0
42525,amphibians,0
42525,birds,0
42525,mammals,0
42526,amphibians,0
42526,birds,0
42526,mammals,0
42527,amphibians,0
42527,birds,0
42527,mammals,0
42528,amphibians,0
42528,birds,0
42528,mammals,0
42529,amphibians,0
42529,birds,0
42529,mammals,0
42530,birds,0
42530,mammals,0
42531,birds,0
42531,mammals,0
42532,birds,0
42532,mammals,0
42533,amphibians,0
42533,birds,0
42533,mammals,0
42534,amphibians,0
42534,birds,0
42534,mammals,0
42535,amphibians,0
42535,birds,0
42535,mammals,0
42538,amphibians,0
42538,birds,0
42538,mammals,0
42539,amphibians,0
42539,birds,0
42539,mammals,0
42540,amphibians,0
42540,birds,0
42540,mammals,0
42541,amphibians,0
42541,birds,0
42541,mammals,0
42542,amphibians,0
42542,birds,0
42542,mammals,0
42543,amphibians,0
42543,birds,0
42543,mammals,0
42544,amphibians,0
42544,birds,0
42544,mammals,0
42551,amphibians,0
42551,birds,0
42551,mammals,0
42552,amphibians,0
42552,birds,0
42552,mammals,0
42553,amphibians,0
42553,birds,0
42553,mammals,0
42554,amphibians,0
42554,birds,0
42554,mammals,0
42555,amphibians,0
42555,birds,0
42555,mammals,0
42556,amphibians,0
42556,birds,0
42556,mammals,0
42557,amphibians,0
42557,birds,0
42557,mammals,0
42558,amphibians,0
42558,birds,0
42558,mammals,0
42559,amphibians,0
42559,birds,0
42559,mammals,0
42560,amphibians,0
42560,birds,0
42560,mammals,0
42561,amphibians,0
42561,birds,0
42561,mammals,0
42562,amphibians,0
42562,birds,0
42562,mammals,0
