cells,taxagroup,T2Mexp
65211,birds,0
65211,mammals,0
65211,reptiles,0
65212,amphibians,0
65212,birds,0
65212,mammals,0
65212,reptiles,0
65213,amphibians,0
65213,birds,0
65213,mammals,0
65213,reptiles,0
65214,amphibians,0
65214,birds,0
65214,mammals,0
65214,reptiles,0
65215,amphibians,0
65215,birds,0
65215,mammals,0
65215,reptiles,0
65216,amphibians,0
65216,birds,0
65216,mammals,0
65216,reptiles,0
65217,amphibians,0
65217,birds,0
65217,mammals,0
65217,reptiles,0
65218,amphibians,0
65218,birds,0
65218,mammals,0
65218,reptiles,0
65228,amphibians,0
65228,birds,0
65228,mammals,0
65228,reptiles,0
65229,amphibians,0
65229,birds,0
65229,mammals,0
65229,reptiles,0
65230,amphibians,0
65230,birds,0
65230,mammals,0
65230,reptiles,0
65236,amphibians,0
65236,birds,0
65236,mammals,0
65236,reptiles,0
65237,amphibians,0
65237,birds,0
65237,mammals,0
65237,reptiles,0
65238,amphibians,0
65238,birds,0
65238,mammals,0
65238,reptiles,0
65239,amphibians,0
65239,birds,0
65239,mammals,0
65239,reptiles,0
65240,amphibians,0
65240,birds,0
65240,mammals,0
65240,reptiles,0
65241,amphibians,0
65241,birds,0
65241,mammals,0
65241,reptiles,0
65242,amphibians,0
65242,birds,0
65242,mammals,0
65242,reptiles,0
65243,amphibians,0
65243,birds,0
65243,mammals,0
65243,reptiles,0
65244,amphibians,0
65244,birds,0
65244,mammals,0
65244,reptiles,0
65245,amphibians,0
65245,birds,0
65245,mammals,0
65245,reptiles,0
65246,amphibians,0
65246,birds,0
65246,mammals,0
65246,reptiles,0
65247,amphibians,0
65247,birds,0
65247,mammals,0
65247,reptiles,0
65248,amphibians,0
65248,birds,0
65248,mammals,0
65248,reptiles,0
65249,amphibians,0
65249,birds,0
65249,mammals,0
65249,reptiles,0
65250,amphibians,0
65250,birds,0
65250,mammals,0
65250,reptiles,0
65251,amphibians,0
65251,birds,0
65251,mammals,0
65251,reptiles,0
65252,amphibians,0
65252,birds,0
65252,mammals,0
65252,reptiles,0
65253,amphibians,0
65253,birds,0
65253,mammals,0
65253,reptiles,0
65254,amphibians,0
65254,birds,0
65254,mammals,0
65254,reptiles,0
65264,birds,0
65264,mammals,0
65264,reptiles,0
65265,birds,0
65265,mammals,0
65265,reptiles,0
65266,birds,0
65266,mammals,0
65266,reptiles,0
65267,birds,0
65267,mammals,0
65267,reptiles,0
65268,birds,0
65268,mammals,0
65268,reptiles,0
65269,birds,0
65269,mammals,0
65269,reptiles,0
65270,birds,0
65270,mammals,0
65270,reptiles,0
65271,birds,0
65271,mammals,0
65271,reptiles,0
65272,birds,0
65272,mammals,0
65272,reptiles,0
65273,birds,0
65273,mammals,0
65273,reptiles,0
65274,birds,0
65274,mammals,0
65274,reptiles,0
65275,birds,0
65275,mammals,0
65275,reptiles,0
65276,birds,0
65276,mammals,0
65276,reptiles,0
65277,birds,0
65277,mammals,0
65277,reptiles,0
65278,birds,0
65278,mammals,0
65278,reptiles,0
65279,birds,0
65279,mammals,0
65279,reptiles,0
65280,birds,0
65280,mammals,0
65280,reptiles,0
65281,birds,0
65281,mammals,0
65281,reptiles,0
65282,birds,0
65282,mammals,0
65282,reptiles,0
65283,birds,0
65283,mammals,0
65283,reptiles,0
65284,birds,0
65284,mammals,0
65284,reptiles,0
65285,birds,0
65285,mammals,0
65285,reptiles,0
65286,birds,0
65286,mammals,0
65286,reptiles,0
65287,birds,0
65287,mammals,0
65287,reptiles,0
65288,birds,0
65288,mammals,0
65288,reptiles,0
65289,birds,0
65289,mammals,0
65289,reptiles,0
65290,birds,0
65290,mammals,0
65290,reptiles,0
65291,birds,0
65291,mammals,0
65291,reptiles,0
65292,birds,0
65292,mammals,0
65292,reptiles,0
65293,birds,0
65293,mammals,0
65293,reptiles,0
65294,birds,0
65294,mammals,0
65294,reptiles,0
65295,birds,0
65295,mammals,0
65295,reptiles,0
65296,birds,0
65296,mammals,0
65296,reptiles,0
65297,birds,0
65297,mammals,0
65297,reptiles,0
65298,birds,0
65298,mammals,0
65298,reptiles,0
65299,birds,0
65299,mammals,0
65299,reptiles,0
65300,birds,0
65300,mammals,0
65300,reptiles,0
65301,birds,0
65301,mammals,0
65301,reptiles,0
65302,birds,0
65302,mammals,0
65302,reptiles,0
65303,birds,0
65303,mammals,0
65303,reptiles,0
65304,birds,0
65304,mammals,0
65304,reptiles,0
65305,birds,0
65305,mammals,0
65305,reptiles,0
65306,birds,0
65306,mammals,0
65306,reptiles,0
65307,birds,0
65307,mammals,0
65307,reptiles,0
65308,birds,0
65308,mammals,0
65308,reptiles,0
65309,birds,0
65309,mammals,0
65309,reptiles,0
65310,birds,0
65310,mammals,0
65310,reptiles,0
65311,birds,0
65311,mammals,0
65311,reptiles,0
65312,birds,0
65312,mammals,0
65312,reptiles,0
65313,birds,0
65313,mammals,0
65313,reptiles,0
65314,birds,0
65314,mammals,0
65314,reptiles,0
65315,birds,0
65315,mammals,0
65315,reptiles,0
65316,birds,0
65316,mammals,0
65316,reptiles,0
65317,birds,0
65317,mammals,0
65317,reptiles,0
65318,amphibians,0
65318,birds,0
65318,mammals,0
65318,reptiles,0
65319,amphibians,0
65319,birds,0
65319,mammals,0
65319,reptiles,0
65320,amphibians,0
65320,birds,0
65320,mammals,0
65320,reptiles,0
65321,amphibians,0
65321,birds,0
65321,mammals,0
65321,reptiles,0
65322,amphibians,0
65322,birds,0
65322,mammals,0
65322,reptiles,0
65323,amphibians,0
65323,birds,0
65323,mammals,0
65323,reptiles,0
65324,birds,0
65324,mammals,0
65324,reptiles,0
65325,birds,0
65325,mammals,0
65325,reptiles,0
65326,birds,0
65326,mammals,0
65326,reptiles,0
65327,birds,0
65327,mammals,0
65327,reptiles,0
65328,birds,0
65328,mammals,0
65328,reptiles,0
65329,birds,0
65329,mammals,0
65329,reptiles,0
65330,birds,0
65330,mammals,0
65330,reptiles,0
65331,birds,0
65331,mammals,0
65331,reptiles,0
65332,birds,0
65332,mammals,0
65332,reptiles,0
65333,birds,0
65333,mammals,0
65333,reptiles,0
65334,birds,0
65334,mammals,0
65334,reptiles,0
65335,birds,0
65335,mammals,0
65335,reptiles,0
65336,birds,0
65336,mammals,0
65336,reptiles,0
65337,birds,0
65337,mammals,0
65337,reptiles,0
65338,birds,0
65338,mammals,0
65338,reptiles,0
65339,birds,0
65339,mammals,0
65339,reptiles,0
65340,birds,0
65340,mammals,0
65340,reptiles,0
65341,birds,0
65341,mammals,0
65341,reptiles,0
65342,birds,0
65342,mammals,0
65342,reptiles,0
65343,birds,0
65343,mammals,0
65343,reptiles,0
65344,birds,0
65344,mammals,0
65344,reptiles,0
65345,birds,0
65345,mammals,0
65345,reptiles,0
65346,birds,0
65346,mammals,0
65346,reptiles,0
65347,birds,0
65347,mammals,0
65347,reptiles,0
65348,birds,0
65348,mammals,0
65348,reptiles,0
65349,birds,0
65349,mammals,0
65349,reptiles,0
65350,birds,0
65350,mammals,0
65350,reptiles,0
65351,birds,0
65351,mammals,0
65351,reptiles,0
65352,birds,0
65352,mammals,0
65352,reptiles,0
65353,birds,0
65353,mammals,0
65353,reptiles,0
65354,birds,0
65354,mammals,0
65354,reptiles,0
65355,birds,0
65355,mammals,0
65355,reptiles,0
65356,birds,0
65356,mammals,0
65356,reptiles,0
65357,birds,0
65357,mammals,0
65357,reptiles,0
65358,birds,0
65358,mammals,0
65358,reptiles,0
65359,birds,0
65359,mammals,0
65359,reptiles,0
65360,birds,0
65360,mammals,0
65360,reptiles,0
65361,amphibians,0
65361,birds,0
65361,mammals,0
65361,reptiles,0
65362,amphibians,0
65362,birds,0
65362,mammals,0
65362,reptiles,0
65363,amphibians,0
65363,birds,0
65363,mammals,0
65363,reptiles,0
65364,amphibians,0
65364,birds,0
65364,mammals,0
65364,reptiles,0
65365,amphibians,0
65365,birds,0
65365,mammals,0
65365,reptiles,0
65366,amphibians,0
65366,birds,0
65366,mammals,0
65366,reptiles,0
65367,amphibians,0
65367,birds,0
65367,mammals,0
65367,reptiles,0
65368,amphibians,0
65368,birds,0
65368,mammals,1
65368,reptiles,0
65369,amphibians,0
65369,birds,0
65369,mammals,0
65369,reptiles,0
65370,amphibians,0
65370,birds,0
65370,mammals,0
65370,reptiles,0
65371,amphibians,0
65371,birds,0
65371,mammals,0
65371,reptiles,0
65372,amphibians,0
65372,birds,0
65372,mammals,0
65372,reptiles,0
65373,amphibians,0
65373,birds,0
65373,mammals,0
65373,reptiles,0
65374,amphibians,0
65374,birds,0
65374,mammals,0
65374,reptiles,0
65375,amphibians,0
65375,birds,0
65375,mammals,0
65375,reptiles,0
65376,amphibians,0
65376,birds,0
65376,mammals,0
65376,reptiles,0
65377,amphibians,0
65377,birds,0
65377,mammals,0
65377,reptiles,0
65378,amphibians,0
65378,birds,0
65378,mammals,0
65378,reptiles,0
65379,amphibians,0
65379,birds,0
65379,mammals,0
65379,reptiles,0
65380,amphibians,0
65380,birds,0
65380,mammals,0
65380,reptiles,0
65381,amphibians,0
65381,birds,0
65381,mammals,0
65381,reptiles,0
65382,amphibians,0
65382,birds,0
65382,mammals,0
65382,reptiles,0
65383,amphibians,0
65383,birds,0
65383,mammals,0
65383,reptiles,0
65384,amphibians,0
65384,birds,0
65384,mammals,0
65384,reptiles,0
65385,amphibians,0
65385,birds,0
65385,mammals,0
65385,reptiles,0
65386,amphibians,0
65386,birds,0
65386,mammals,0
65386,reptiles,0
65387,amphibians,0
65387,birds,0
65387,mammals,0
65387,reptiles,0
65388,amphibians,0
65388,birds,0
65388,mammals,0
65388,reptiles,0
65389,amphibians,0
65389,birds,0
65389,mammals,0
65389,reptiles,0
65390,amphibians,0
65390,birds,0
65390,mammals,0
65390,reptiles,0
65391,amphibians,0
65391,birds,0
65391,mammals,0
65391,reptiles,0
65392,amphibians,0
65392,birds,0
65392,mammals,0
65392,reptiles,0
65393,amphibians,0
65393,birds,0
65393,mammals,0
65393,reptiles,0
65394,amphibians,0
65394,birds,0
65394,mammals,0
65394,reptiles,0
65395,amphibians,0
65395,birds,0
65395,mammals,0
65395,reptiles,0
65396,amphibians,0
65396,birds,0
65396,mammals,0
65396,reptiles,0
65397,amphibians,0
65397,birds,0
65397,mammals,0
65397,reptiles,0
65398,amphibians,0
65398,birds,0
65398,mammals,0
65398,reptiles,0
65399,amphibians,0
65399,birds,0
65399,mammals,0
65399,reptiles,0
65400,amphibians,0
65400,birds,0
65400,mammals,0
65400,reptiles,0
65401,amphibians,0
65401,birds,0
65401,mammals,0
65401,reptiles,0
65402,amphibians,0
65402,birds,0
65402,mammals,0
65402,reptiles,0
65403,amphibians,0
65403,birds,0
65403,mammals,0
65403,reptiles,0
65404,amphibians,0
65404,birds,0
65404,mammals,0
65404,reptiles,0
65405,amphibians,0
65405,birds,0
65405,mammals,0
65405,reptiles,0
65406,amphibians,0
65406,birds,0
65406,mammals,0
65406,reptiles,0
65407,amphibians,0
65407,birds,0
65407,mammals,0
65407,reptiles,0
65408,amphibians,0
65408,birds,0
65408,mammals,0
65408,reptiles,0
65409,amphibians,0
65409,birds,0
65409,mammals,0
65409,reptiles,0
65410,amphibians,0
65410,birds,0
65410,mammals,0
65410,reptiles,0
65411,amphibians,0
65411,birds,0
65411,mammals,0
65411,reptiles,0
65412,amphibians,0
65412,birds,0
65412,mammals,0
65412,reptiles,0
65413,amphibians,0
65413,birds,0
65413,mammals,0
65413,reptiles,0
65414,amphibians,0
65414,birds,0
65414,mammals,0
65414,reptiles,0
65415,amphibians,0
65415,birds,0
65415,mammals,0
65415,reptiles,0
65416,amphibians,0
65416,birds,0
65416,mammals,0
65416,reptiles,0
65417,amphibians,0
65417,birds,0
65417,mammals,2
65417,reptiles,0
65418,amphibians,0
65418,birds,0
65418,mammals,0
65418,reptiles,0
65419,amphibians,0
65419,birds,0
65419,mammals,0
65419,reptiles,0
65420,amphibians,0
65420,birds,0
65420,mammals,0
65420,reptiles,0
65421,amphibians,0
65421,birds,0
65421,mammals,0
65421,reptiles,0
65422,amphibians,0
65422,birds,0
65422,mammals,0
65422,reptiles,0
65423,amphibians,0
65423,birds,0
65423,mammals,0
65423,reptiles,0
65424,amphibians,0
65424,birds,0
65424,mammals,0
65424,reptiles,0
65425,amphibians,0
65425,birds,0
65425,mammals,0
65425,reptiles,0
65426,amphibians,0
65426,birds,0
65426,mammals,0
65426,reptiles,0
65427,amphibians,0
65427,birds,0
65427,mammals,0
65427,reptiles,0
65428,amphibians,0
65428,birds,0
65428,mammals,0
65428,reptiles,0
65429,amphibians,0
65429,birds,0
65429,mammals,0
65429,reptiles,0
65430,amphibians,0
65430,birds,0
65430,mammals,0
65430,reptiles,0
65431,amphibians,0
65431,birds,0
65431,mammals,0
65431,reptiles,0
65432,amphibians,0
65432,birds,0
65432,mammals,0
65432,reptiles,0
65433,amphibians,0
65433,birds,0
65433,mammals,0
65433,reptiles,0
65444,amphibians,0
65444,birds,0
65444,mammals,1
65444,reptiles,0
65445,amphibians,0
65445,birds,0
65445,mammals,0
65445,reptiles,0
65446,amphibians,0
65446,birds,0
65446,mammals,0
65446,reptiles,0
65633,amphibians,0
65633,birds,0
65633,mammals,0
65633,reptiles,0
65634,amphibians,0
65634,birds,0
65634,mammals,0
65634,reptiles,0
65635,amphibians,0
65635,birds,0
65635,mammals,0
65635,reptiles,0
65636,amphibians,0
65636,birds,0
65636,mammals,0
65636,reptiles,0
65637,amphibians,0
65637,birds,0
65637,mammals,0
65637,reptiles,0
65638,amphibians,0
65638,birds,0
65638,mammals,0
65638,reptiles,0
65639,amphibians,0
65639,birds,0
65639,mammals,0
65639,reptiles,0
65640,amphibians,0
65640,birds,0
65640,mammals,0
65640,reptiles,0
65641,amphibians,0
65641,birds,0
65641,mammals,0
65641,reptiles,0
65642,amphibians,0
65642,birds,0
65642,mammals,0
65642,reptiles,0
65643,amphibians,0
65643,birds,0
65643,mammals,0
65643,reptiles,0
65644,amphibians,0
65644,birds,0
65644,mammals,0
65644,reptiles,0
65645,amphibians,0
65645,birds,0
65645,mammals,0
65645,reptiles,0
65646,amphibians,0
65646,birds,0
65646,mammals,0
65646,reptiles,0
65647,amphibians,0
65647,birds,0
65647,mammals,0
65647,reptiles,0
65648,amphibians,0
65648,birds,0
65648,mammals,0
65648,reptiles,0
65649,amphibians,0
65649,birds,0
65649,mammals,0
65649,reptiles,0
65650,amphibians,0
65650,birds,0
65650,mammals,0
65650,reptiles,0
65651,amphibians,0
65651,birds,0
65651,mammals,0
65651,reptiles,0
65652,amphibians,0
65652,birds,0
65652,mammals,0
65652,reptiles,0
65653,amphibians,0
65653,birds,0
65653,mammals,0
65653,reptiles,0
65654,amphibians,0
65654,birds,0
65654,mammals,0
65654,reptiles,0
65655,amphibians,0
65655,birds,0
65655,mammals,0
65655,reptiles,0
65656,amphibians,0
65656,birds,0
65656,mammals,0
65656,reptiles,0
65657,amphibians,0
65657,birds,0
65657,mammals,0
65657,reptiles,0
65658,amphibians,0
65658,birds,0
65658,mammals,0
65658,reptiles,0
65659,amphibians,0
65659,birds,0
65659,mammals,0
65659,reptiles,0
65660,amphibians,0
65660,birds,0
65660,mammals,0
65660,reptiles,0
65661,amphibians,0
65661,birds,0
65661,mammals,0
65661,reptiles,0
65662,amphibians,0
65662,birds,0
65662,mammals,0
65662,reptiles,0
65663,amphibians,0
65663,birds,0
65663,mammals,0
65663,reptiles,0
65664,amphibians,0
65664,birds,0
65664,mammals,0
65664,reptiles,0
65665,amphibians,0
65665,birds,0
65665,mammals,0
65665,reptiles,0
65666,amphibians,0
65666,birds,0
65666,mammals,0
65666,reptiles,0
65667,amphibians,0
65667,birds,0
65667,mammals,0
65667,reptiles,0
65668,amphibians,0
65668,birds,0
65668,mammals,0
65668,reptiles,0
65669,amphibians,0
65669,birds,0
65669,mammals,0
65669,reptiles,0
65670,amphibians,0
65670,birds,0
65670,mammals,0
65670,reptiles,0
65671,amphibians,0
65671,birds,0
65671,mammals,0
65671,reptiles,0
65672,amphibians,0
65672,birds,0
65672,mammals,0
65672,reptiles,0
65673,amphibians,0
65673,birds,0
65673,mammals,0
65673,reptiles,0
65674,amphibians,0
65674,birds,0
65674,mammals,0
65674,reptiles,0
65675,amphibians,0
65675,birds,0
65675,mammals,0
65675,reptiles,0
65676,amphibians,0
65676,birds,0
65676,mammals,0
65676,reptiles,0
65677,amphibians,0
65677,birds,0
65677,mammals,0
65677,reptiles,0
65678,amphibians,0
65678,birds,0
65678,mammals,0
65678,reptiles,0
65679,amphibians,0
65679,birds,0
65679,mammals,0
65679,reptiles,0
65680,amphibians,0
65680,birds,0
65680,mammals,0
65680,reptiles,0
65681,amphibians,0
65681,birds,0
65681,mammals,0
65681,reptiles,0
65682,amphibians,0
65682,birds,0
65682,mammals,0
65682,reptiles,0
65683,amphibians,0
65683,birds,0
65683,mammals,0
65683,reptiles,0
65684,amphibians,0
65684,birds,0
65684,mammals,0
65684,reptiles,0
65685,amphibians,0
65685,birds,0
65685,mammals,0
65685,reptiles,0
65686,amphibians,0
65686,birds,0
65686,mammals,0
65686,reptiles,0
65687,amphibians,0
65687,birds,0
65687,mammals,0
65687,reptiles,0
65688,amphibians,0
65688,birds,0
65688,mammals,0
65688,reptiles,0
65689,amphibians,0
65689,birds,0
65689,mammals,0
65689,reptiles,0
65690,amphibians,0
65690,birds,0
65690,mammals,0
65690,reptiles,0
65691,amphibians,0
65691,birds,0
65691,mammals,0
65691,reptiles,0
65692,amphibians,0
65692,birds,0
65692,mammals,0
65692,reptiles,0
65693,amphibians,0
65693,birds,0
65693,mammals,0
65693,reptiles,0
65694,amphibians,0
65694,birds,0
65694,mammals,0
65694,reptiles,0
65695,amphibians,0
65695,birds,0
65695,mammals,0
65695,reptiles,0
65696,amphibians,0
65696,birds,0
65696,mammals,0
65696,reptiles,0
65697,amphibians,0
65697,birds,0
65697,mammals,0
65697,reptiles,0
65698,amphibians,0
65698,birds,0
65698,mammals,0
65698,reptiles,0
65699,amphibians,0
65699,birds,0
65699,mammals,0
65699,reptiles,0
65700,amphibians,0
65700,birds,0
65700,mammals,0
65700,reptiles,0
65701,amphibians,0
65701,birds,0
65701,mammals,0
65701,reptiles,0
65702,amphibians,0
65702,birds,0
65702,mammals,0
65702,reptiles,0
65703,amphibians,0
65703,birds,0
65703,mammals,0
65703,reptiles,0
65704,amphibians,0
65704,birds,0
65704,mammals,0
65704,reptiles,0
65705,amphibians,0
65705,birds,0
65705,mammals,0
65705,reptiles,0
65706,amphibians,0
65706,birds,0
65706,mammals,0
65706,reptiles,0
65707,amphibians,0
65707,birds,0
65707,mammals,0
65707,reptiles,0
65708,amphibians,0
65708,birds,0
65708,mammals,0
65708,reptiles,0
65709,amphibians,0
65709,birds,0
65709,mammals,0
65709,reptiles,0
65710,amphibians,0
65710,birds,0
65710,mammals,0
65710,reptiles,0
65711,amphibians,0
65711,birds,0
65711,mammals,0
65711,reptiles,0
65712,amphibians,0
65712,birds,0
65712,mammals,0
65712,reptiles,0
65713,amphibians,0
65713,birds,0
65713,mammals,0
65713,reptiles,0
65714,amphibians,0
65714,birds,0
65714,mammals,0
65714,reptiles,0
65715,amphibians,0
65715,birds,0
65715,mammals,0
65715,reptiles,0
65716,mammals,0
65717,amphibians,0
65717,birds,0
65717,mammals,0
65717,reptiles,0
65718,amphibians,0
65718,birds,0
65718,mammals,0
65718,reptiles,0
65719,amphibians,0
65719,birds,0
65719,mammals,0
65719,reptiles,0
65720,amphibians,0
65720,birds,0
65720,mammals,0
65720,reptiles,0
65721,amphibians,0
65721,birds,0
65721,mammals,0
65721,reptiles,0
65722,amphibians,0
65722,birds,0
65722,mammals,0
65722,reptiles,0
65723,amphibians,0
65723,birds,0
65723,mammals,0
65723,reptiles,0
65724,amphibians,0
65724,birds,0
65724,mammals,0
65724,reptiles,0
65725,amphibians,0
65725,birds,0
65725,mammals,0
65725,reptiles,0
65726,amphibians,0
65726,birds,0
65726,mammals,0
65726,reptiles,0
65727,amphibians,0
65727,birds,0
65727,mammals,0
65727,reptiles,0
65728,amphibians,0
65728,birds,0
65728,mammals,0
65728,reptiles,0
65729,amphibians,0
65729,birds,0
65729,mammals,0
65729,reptiles,0
65730,amphibians,0
65730,birds,0
65730,mammals,0
65730,reptiles,0
65731,amphibians,0
65731,birds,0
65731,mammals,0
65731,reptiles,0
65732,amphibians,0
65732,birds,0
65732,mammals,0
65732,reptiles,0
65733,amphibians,0
65733,birds,0
65733,mammals,0
65733,reptiles,0
65734,amphibians,0
65734,birds,0
65734,mammals,0
65734,reptiles,0
65735,amphibians,0
65735,birds,0
65735,mammals,0
65735,reptiles,0
65736,amphibians,0
65736,birds,0
65736,mammals,0
65736,reptiles,0
65737,amphibians,0
65737,birds,0
65737,mammals,0
65737,reptiles,0
65738,amphibians,0
65738,birds,0
65738,mammals,0
65738,reptiles,0
65739,amphibians,0
65739,birds,0
65739,mammals,0
65739,reptiles,0
65740,amphibians,0
65740,birds,0
65740,mammals,0
65740,reptiles,0
65741,amphibians,0
65741,birds,0
65741,mammals,0
65741,reptiles,0
65742,amphibians,0
65742,birds,0
65742,mammals,0
65742,reptiles,0
65743,amphibians,0
65743,birds,0
65743,mammals,0
65743,reptiles,0
65749,amphibians,0
65749,birds,0
65749,mammals,0
65749,reptiles,0
65750,amphibians,0
65750,birds,0
65750,mammals,1
65750,reptiles,0
65751,amphibians,0
65751,birds,0
65751,mammals,1
65751,reptiles,0
65878,amphibians,0
65878,birds,0
65878,mammals,0
65878,reptiles,0
65879,amphibians,0
65879,birds,0
65879,mammals,0
65879,reptiles,0
65880,amphibians,0
65880,birds,0
65880,mammals,0
65880,reptiles,0
65881,amphibians,0
65881,birds,0
65881,mammals,0
65881,reptiles,0
65882,amphibians,0
65882,birds,0
65882,mammals,0
65882,reptiles,0
65883,amphibians,0
65883,birds,0
65883,mammals,0
65883,reptiles,0
65884,amphibians,0
65884,birds,0
65884,mammals,0
65884,reptiles,0
65885,amphibians,0
65885,birds,0
65885,mammals,0
65885,reptiles,0
65886,amphibians,0
65886,birds,0
65886,mammals,0
65886,reptiles,0
65887,amphibians,0
65887,birds,0
65887,mammals,0
65887,reptiles,0
65888,amphibians,0
65888,birds,0
65888,mammals,0
65888,reptiles,0
65889,amphibians,0
65889,birds,0
65889,mammals,0
65889,reptiles,0
65890,amphibians,0
65890,birds,0
65890,mammals,0
65890,reptiles,0
65891,amphibians,0
65891,birds,0
65891,mammals,0
65891,reptiles,0
65892,amphibians,0
65892,birds,0
65892,mammals,0
65892,reptiles,0
65893,amphibians,0
65893,birds,0
65893,mammals,0
65893,reptiles,0
65894,amphibians,0
65894,birds,0
65894,mammals,0
65894,reptiles,0
65895,amphibians,0
65895,birds,0
65895,mammals,0
65895,reptiles,0
65896,amphibians,0
65896,birds,0
65896,mammals,0
65896,reptiles,0
65897,amphibians,0
65897,birds,0
65897,mammals,0
65897,reptiles,0
65899,amphibians,0
65899,birds,0
65899,mammals,0
65899,reptiles,0
65900,amphibians,0
65900,birds,0
65900,mammals,0
65900,reptiles,0
65901,amphibians,0
65901,birds,0
65901,mammals,0
65901,reptiles,0
65902,amphibians,0
65902,birds,0
65902,mammals,0
65902,reptiles,0
65903,amphibians,0
65903,birds,0
65903,mammals,0
65903,reptiles,0
65904,amphibians,0
65904,birds,0
65904,mammals,0
65904,reptiles,0
65905,amphibians,0
65905,birds,0
65905,mammals,0
65905,reptiles,0
65911,amphibians,0
65911,birds,0
65911,mammals,0
65911,reptiles,0
65912,amphibians,0
65912,birds,0
65912,mammals,0
65912,reptiles,0
65913,amphibians,0
65913,birds,0
65913,mammals,0
65913,reptiles,0
65914,amphibians,0
65914,birds,0
65914,mammals,0
65914,reptiles,0
65915,amphibians,0
65915,birds,0
65915,mammals,0
65915,reptiles,0
65916,amphibians,0
65916,birds,0
65916,mammals,0
65916,reptiles,0
65917,amphibians,0
65917,birds,0
65917,mammals,0
65917,reptiles,0
65918,amphibians,0
65918,birds,0
65918,mammals,0
65918,reptiles,0
65919,amphibians,0
65919,birds,0
65919,mammals,0
65919,reptiles,0
65920,amphibians,0
65920,birds,0
65920,mammals,0
65920,reptiles,0
65921,amphibians,0
65921,birds,0
65921,mammals,0
65921,reptiles,0
65922,amphibians,0
65922,birds,0
65922,mammals,0
65922,reptiles,0
65923,amphibians,0
65923,birds,0
65923,mammals,0
65923,reptiles,0
65924,amphibians,0
65924,birds,0
65924,mammals,0
65924,reptiles,0
65925,amphibians,0
65925,birds,0
65925,mammals,0
65925,reptiles,0
65926,amphibians,0
65926,birds,0
65926,mammals,0
65926,reptiles,0
65927,amphibians,0
65927,birds,0
65927,mammals,0
65927,reptiles,0
65928,amphibians,0
65928,birds,0
65928,mammals,0
65928,reptiles,0
65929,amphibians,0
65929,birds,0
65929,mammals,0
65929,reptiles,0
65930,amphibians,0
65930,birds,0
65930,mammals,0
65930,reptiles,0
65931,amphibians,0
65931,birds,0
65931,mammals,0
65931,reptiles,0
65932,amphibians,0
65932,birds,0
65932,mammals,0
65932,reptiles,0
65933,amphibians,0
65933,birds,0
65933,mammals,0
65933,reptiles,0
65934,amphibians,0
65934,birds,0
65934,mammals,0
65934,reptiles,0
65935,amphibians,0
65935,birds,0
65935,mammals,0
65935,reptiles,0
65936,amphibians,0
65936,birds,0
65936,mammals,0
65936,reptiles,0
65937,amphibians,0
65937,birds,0
65937,mammals,0
65937,reptiles,0
65958,amphibians,0
65958,birds,0
65958,mammals,0
65958,reptiles,1
65959,amphibians,0
65959,birds,0
65959,mammals,0
65959,reptiles,0
65960,amphibians,0
65960,birds,0
65960,mammals,0
65960,reptiles,0
65961,amphibians,0
65961,birds,0
65961,mammals,0
65961,reptiles,0
65962,amphibians,0
65962,birds,0
65962,mammals,0
65962,reptiles,0
65963,amphibians,0
65963,birds,0
65963,mammals,0
65963,reptiles,0
65964,amphibians,0
65964,birds,0
65964,mammals,0
65964,reptiles,0
65965,amphibians,0
65965,birds,0
65965,mammals,0
65965,reptiles,0
65966,amphibians,0
65966,birds,0
65966,mammals,0
65966,reptiles,0
65967,amphibians,0
65967,birds,0
65967,mammals,0
65967,reptiles,0
65968,amphibians,0
65968,birds,0
65968,mammals,0
65968,reptiles,0
65969,amphibians,0
65969,birds,0
65969,mammals,0
65969,reptiles,0
65970,amphibians,0
65970,birds,0
65970,mammals,0
65970,reptiles,0
65971,amphibians,0
65971,birds,0
65971,mammals,1
65971,reptiles,0
65972,amphibians,0
65972,birds,0
65972,mammals,0
65972,reptiles,0
65973,amphibians,0
65973,birds,0
65973,mammals,0
65973,reptiles,0
65974,amphibians,0
65974,birds,0
65974,mammals,0
65974,reptiles,0
65982,birds,0
65982,mammals,0
65982,reptiles,0
65983,birds,0
65983,mammals,0
65983,reptiles,0
65984,birds,0
65984,mammals,0
65984,reptiles,0
65985,birds,0
65985,mammals,0
65985,reptiles,0
65986,birds,0
65986,mammals,0
65986,reptiles,0
65987,birds,0
65987,mammals,0
65987,reptiles,0
65988,birds,0
65988,mammals,0
65988,reptiles,0
65989,birds,0
65989,mammals,0
65989,reptiles,0
65990,birds,0
65990,mammals,0
65990,reptiles,0
65991,birds,0
65991,mammals,0
65991,reptiles,0
65992,birds,0
65992,mammals,0
65992,reptiles,0
65993,birds,0
65993,mammals,0
65993,reptiles,0
65994,birds,0
65994,mammals,0
65994,reptiles,0
65995,birds,0
65995,mammals,0
65995,reptiles,0
65996,birds,0
65996,mammals,0
65996,reptiles,0
65997,birds,0
65997,mammals,0
65997,reptiles,0
65998,birds,0
65998,mammals,0
65998,reptiles,0
65999,birds,0
65999,mammals,0
65999,reptiles,0
66000,birds,0
66000,mammals,0
66000,reptiles,0
66001,birds,0
66001,mammals,0
66001,reptiles,0
66002,birds,0
66002,mammals,0
66002,reptiles,0
66003,birds,0
